A+AF8-id,Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
3417.0,+AC0-3.880292677,+AC0-0.338852863,2.349262132,+AC0-1.151786922,+AC0-1.380664315,1.434516771,+AC0-0.820290944,1.0
3418.0,0.519990587,+AC0-0.629941341,+AC0-0.524824293,1.641212357,+AC0-1.571079847,+AC0-0.735261914,+AC0-0.246022141,0.0
3419.0,+AC0-1.991131981,+AC0-0.499468798,+AC0-1.662175557,3.056533921,+AC0-0.402932959,+AC0-2.80698758,+AC0-1.171349328,1.0
3420.0,+AC0-1.17578631,+AC0-1.339868856,0.486295438,0.228027837,0.23760201,1.608960275,+AC0-0.853948036,0.0
3421.0,+AC0-0.632521952,+AC0-1.048634826,+AC0-0.544293255,2.574040696,2.724539751,0.463520373,+AC0-2.403243223,1.0
3422.0,2.070360471,+AC0-1.410480389,+AC0-4.038794164,3.042826956,+AC0-1.834686962,1.440387077,0.461313968,1.0
3423.0,+AC0-1.728966019,+AC0-0.200063229,+AC0-0.367299436,+AC0-0.281672945,+AC0-0.773343649,1.562823205,+AC0-0.282558364,0.0
3424.0,1.96138735,0.264947575,+AC0-0.644897756,+AC0-2.205584035,0.422660606,1.258367249,3.301476164,1.0
3425.0,+AC0-3.250218703,0.425068786,1.044693918,+AC0-0.584891536,+AC0-0.260019957,1.124428695,+AC0-1.758251832,1.0
3426.0,2.653472286,+AC0-5.239829795,+AC0-3.238597147,1.152480823,1.795874561,0.962852202,+AC0-1.55746322,1.0
3427.0,1.535537368,+AC0-2.343704142,+AC0-2.252191302,0.688444555,3.043026827,1.409535663,0.30185689,0.0
3428.0,0.516879778,0.693772439,+AC0-3.735131776,0.011770748,1.243378455,2.142999321,+AC0-2.802288688,0.0
3429.0,+AC0-2.458767904,+AC0-0.821408712,+AC0-2.410657459,1.425252218,0.429372211,1.85341369,+AC0-2.020660357,0.0
3430.0,1.708713245,+AC0-1.264909496,+AC0-0.838572342,0.453881563,0.716714552,+AC0-1.949967242,1.229222876,0.0
3431.0,+AC0-2.691769522,+AC0-3.219227446,+AC0-1.007538278,0.142760509,2.015360903,1.493675387,5.890655101,0.0
3432.0,+AC0-4.158703547,0.342154836,3.372820313,1.932820934,3.621461274,+AC0-1.569634193,5.389839871,0.0
3433.0,+AC0-0.814157139,+AC0-0.224632911,0.680624883,0.254300063,+AC0-1.242818511,1.906239151,+AC0-0.727764951,1.0
3434.0,1.840434221,+AC0-0.914987843,+AC0-1.650196192,0.452707633,0.460830634,0.699992308,2.702748283,1.0
3435.0,0.165068524,+AC0-3.45378719,1.201436814,+AC0-1.233667056,1.050819685,+AC0-1.576021393,+AC0-0.794370301,1.0
3436.0,+AC0-0.221357028,+AC0-0.747179794,+AC0-0.083166291,0.588277961,+AC0-0.881148426,+AC0-0.197387144,+AC0-0.841906665,0.0
3437.0,0.246440514,+AC0-1.795919477,+AC0-0.285911939,1.752957905,+AC0-1.724257892,0.678285765,+AC0-0.166840905,0.0
3438.0,+AC0-0.569788532,1.605649942,+AC0-1.601559679,0.5283013,+AC0-1.125234674,+AC0-0.605007302,0.918075613,1.0
3439.0,1.436725811,+AC0-2.447958837,+AC0-3.377979455,4.135873123,0.515781266,+AC0-0.593262919,+AC0-0.588996732,1.0
3440.0,3.834730442,+AC0-5.254290438,2.689678682,1.681819415,+AC0-0.935265789,4.212480394,0.953487839,1.0
3441.0,2.075256662,+AC0-3.401850097,0.605650469,1.938238152,+AC0-3.454098722,0.419333481,+AC0-0.598258687,0.0
3442.0,+AC0-1.956907306,+AC0-0.311180461,+AC0-0.039952996,0.73512694,4.602345457,0.223522072,4.024592092,0.0
3443.0,+AC0-0.31188625,+AC0-0.31181602,+AC0-0.476390384,+AC0-0.216676211,0.784804915,0.980857536,+AC0-1.812256803,1.0
3444.0,+AC0-0.353194548,+AC0-2.949073284,2.293178644,3.880526412,3.054124893,0.709941597,2.608796602,1.0
3445.0,+AC0-2.890432113,1.819033065,+AC0-4.343592286,+AC0-0.663417989,+AC0-0.467472012,1.927281148,+AC0-1.449308157,0.0
3446.0,+AC0-1.021611567,+AC0-0.922129608,+AC0-1.368790459,1.51939121,0.340209416,1.273812043,0.486558229,0.0
3447.0,+AC0-2.584726654,1.048688579,0.598485672,1.121578892,1.497725101,+AC0-0.307844089,+AC0-0.209055894,1.0
3448.0,+AC0-0.008129741,1.217734434,+AC0-0.492340612,1.292241435,+AC0-0.357776961,+AC0-1.638492553,1.508189676,1.0
3449.0,+AC0-0.917818667,+AC0-0.48981459,+AC0-1.907434666,1.996227897,+AC0-0.516864958,1.622112554,0.142606588,0.0
3450.0,+AC0-1.316465914,+AC0-1.49491977,+AC0-0.569560687,+AC0-0.668552021,+AC0-2.498374059,2.200452006,+AC0-1.170213868,0.0
3451.0,+AC0-2.058947354,+AC0-2.838944651,+AC0-2.906506349,1.100660161,0.974405213,4.989401557,0.598162333,0.0
3452.0,+AC0-0.747772658,0.320284841,+AC0-1.048461755,1.431225822,0.949917575,+AC0-2.278243763,+AC0-0.089930972,1.0
3453.0,2.442529415,+AC0-1.428325439,0.003941325,1.032933409,+AC0-1.05092252,2.903452303,+AC0-1.906380646,1.0
3454.0,2.042724348,1.209367985,+AC0-1.6062911,1.964071077,0.301900612,+AC0-0.730216297,0.990331149,1.0
3455.0,1.281086822,+AC0-1.794830349,+AC0-3.119224042,2.299297526,+AC0-0.043085241,1.385417104,+AC0-1.72733069,0.0
3456.0,+AC0-0.669000724,+AC0-1.704848826,+AC0-1.137010821,1.882413593,+AC0-0.980696331,0.580063486,+AC0-1.722186761,0.0
3457.0,+AC0-2.923748946,+AC0-0.550624456,+AC0-0.9591036,+AC0-0.109378881,1.146813049,2.389869131,+AC0-1.733447098,0.0
3458.0,3.338752077,+AC0-3.595843996,0.294217852,2.026915175,1.669142493,2.988357023,+AC0-1.075812207,1.0
3459.0,+AC0-0.105073377,+AC0-4.607425973,1.198867791,0.8599053,2.709267586,+AC0-2.563325471,1.776869606,1.0
3460.0,0.257263674,+AC0-3.094299379,+AC0-1.817257656,1.972270045,+AC0-2.767846262,1.241802227,+AC0-2.526343018,0.0
3461.0,0.392399322,+AC0-1.768947582,+AC0-3.520032851,1.771003151,0.023679912,1.888192916,+AC0-2.615350549,0.0
3462.0,+AC0-1.600436913,1.71589773,+AC0-3.916085718,0.27495594,2.149101296,0.283397656,+AC0-3.473578108,1.0
3463.0,+AC0-1.239651457,0.36606138,0.807625151,1.972593022,+AC0-0.185774444,+AC0-0.530325324,+AC0-1.354379192,0.0
3464.0,2.423321078,+AC0-1.459900893,+AC0-1.577347568,2.604710659,1.65303434,1.451204541,+AC0-2.577715569,1.0
3465.0,0.991860589,+AC0-3.058353496,+AC0-5.168691016,1.060518533,0.886263913,5.484759901,+AC0-2.218992645,0.0
3466.0,0.281937828,+AC0-2.839149532,0.63368975,0.342038967,0.094948481,3.582846294,+AC0-0.181076729,1.0
3467.0,+AC0-4.629581846,1.84244686,2.013980763,1.900180201,2.086668914,0.115892843,1.557792118,0.0
3468.0,0.826186522,+AC0-1.570704006,+AC0-1.714848921,0.897079444,0.072574108,0.22234524,+AC0-2.858869532,0.0
3469.0,+AC0-0.447107029,+AC0-2.496793034,+AC0-2.636058826,+AC0-1.000859054,3.574543294,2.192507772,2.465401734,0.0
3470.0,+AC0-1.025236707,+AC0-1.620388589,+AC0-1.879452179,2.341562379,+AC0-1.930346106,4.691458823,+AC0-4.926678843,0.0
3471.0,+AC0-1.370552293,+AC0-2.61157483,+AC0-1.75820626,+AC0-0.290133963,3.466107661,2.74215023,2.527526345,0.0
3472.0,+AC0-0.991787243,+AC0-0.727227363,1.745580499,+AC0-0.023041623,0.011337495,1.023867598,+AC0-0.930807428,1.0
3473.0,0.988322341,0.178798403,+AC0-0.115664812,1.08932049,0.103319059,+AC0-1.02861416,2.613614988,1.0
3474.0,+AC0-0.069839744,+AC0-1.344485031,+AC0-1.082423697,2.30327747,3.804507659,+AC0-2.572683226,2.98479691,1.0
3475.0,+AC0-0.051790269,+AC0-4.137482472,3.27893514,0.603400163,+AC0-0.721707719,2.909604674,0.22351331,1.0
3476.0,+AC0-2.130681586,+AC0-0.789802159,2.145929305,0.379784191,3.972146442,+AC0-1.20722256,2.665086812,0.0
3477.0,4.051818714,+AC0-4.152541848,+AC0-3.270776677,3.610266033,4.864904847,+AC0-0.433855027,1.471594734,1.0
3478.0,+AC0-1.807149077,+AC0-0.027392687,1.510791477,+AC0-0.602014358,+AC0-0.329019183,+AC0-2.70883516,1.292195002,1.0
3479.0,+AC0-0.415479637,0.160841431,+AC0-0.416098641,0.722562516,1.689475818,0.518763155,+AC0-2.620271545,1.0
3480.0,+AC0-1.204300325,+AC0-1.686992774,0.111621952,2.277152795,2.147131847,0.734044791,+AC0-1.92648196,1.0
3481.0,+AC0-2.948723539,+AC0-2.745245564,1.450666651,+AC0-1.007618089,+AC0-0.189945108,3.30158862,+AC0-2.185649097,0.0
3482.0,+AC0-0.489770225,+AC0-1.03381785,+AC0-1.848580276,1.047946967,+AC0-1.725705032,1.257670396,+AC0-0.402743578,0.0
3483.0,+AC0-1.520026624,+AC0-1.198348844,+AC0-2.14412004,0.499601389,1.935138205,2.589722756,+AC0-0.580636807,0.0
3484.0,5.104363772,0.13914458,+AC0-2.795119572,1.963931777,+AC0-1.354017396,1.749435706,+AC0-0.419815008,1.0
3485.0,+AC0-0.25413277,+AC0-2.14060775,+AC0-2.597140016,2.037037998,0.622878232,3.102867072,0.598524359,0.0
3486.0,+AC0-2.055565719,1.231102312,+AC0-3.020159615,2.01984998,+AC0-2.959042122,+AC0-0.845374889,+AC0-3.036756189,1.0
3487.0,0.053434621,+AC0-0.625966421,+AC0-2.364084615,0.900136018,1.608211012,2.054417689,+AC0-1.394863422,0.0
3488.0,+AC0-1.669019235,+AC0-3.96971608,+AC0-2.343073081,0.689359012,3.32173765,+AC0-1.541197505,0.753544133,1.0
3489.0,+AC0-0.857452275,+AC0-0.288220564,0.271290582,1.688151079,+AC0-1.039244127,+AC0-1.307617403,3.565493262,0.0
3490.0,1.132006523,+AC0-1.7635908,+AC0-1.565067649,2.563091336,1.541496637,+AC0-1.483364574,0.250770105,1.0
3491.0,1.439787602,+AC0-0.223976263,+AC0-0.061448613,1.412704629,0.885640988,+AC0-2.191810607,1.952776768,0.0
3492.0,+AC0-1.184654017,+AC0-2.765740689,+AC0-4.709741438,+AC0-0.174088664,2.02843209,4.997240793,1.935006729,0.0
3493.0,+AC0-0.04876963,+AC0-3.673058377,4.666591292,0.902855809,+AC0-0.373095485,2.25559837,1.284336116,1.0
3494.0,4.649922899,+AC0-1.675508091,+AC0-3.241840984,5.33328323,+AC0-4.830750036,+AC0-3.811951348,+AC0-0.518724707,0.0
3495.0,+AC0-1.727099326,+AC0-0.640946941,0.05577693,1.485896099,0.153069435,0.011840489,+AC0-0.831623942,0.0
3496.0,+AC0-1.453214396,+AC0-1.145158259,+AC0-0.053281508,2.144055534,1.14640193,1.457554124,0.758104622,1.0
3497.0,+AC0-2.514927036,1.791979891,+AC0-1.27726532,2.614222293,2.719076849,+AC0-0.524308245,0.424381497,1.0
3498.0,+AC0-2.867087757,+AC0-3.042309772,+AC0-2.100106156,0.361764088,+AC0-2.309304084,2.462184837,+AC0-4.260533274,0.0
3499.0,2.82776112,0.380731206,+AC0-2.385937912,1.00147068,+AC0-0.082620018,+AC0-0.590245895,+AC0-1.667016198,0.0
3500.0,+AC0-0.851898525,+AC0-1.484134163,+AC0-1.339415463,2.75088584,+AC0-1.966671504,+AC0-2.205433205,+AC0-3.062447573,0.0
3501.0,+AC0-3.964556259,2.345100706,+AC0-3.681721723,1.54795463,1.045327831,2.553128683,1.151235848,0.0
3502.0,+AC0-0.695384202,+AC0-0.547641145,+AC0-2.582377909,0.762240028,2.301142183,3.172154768,+AC0-1.918349804,0.0
3503.0,0.981955951,0.534509753,+AC0-1.568155322,0.341471643,+AC0-0.404180757,+AC0-0.364586996,+AC0-0.268519733,1.0
3504.0,+AC0-0.404798455,+AC0-0.636124161,0.06807139,+AC0-0.015310001,1.739165413,1.090845027,+AC0-1.382849117,1.0
3505.0,+AC0-2.251848066,+AC0-0.167769259,+AC0-0.073715424,1.639973659,0.505095592,1.747491356,+AC0-0.299899373,0.0
3506.0,+AC0-3.846923513,+AC0-1.84737997,1.472218837,0.642100779,0.89798814,0.035669714,+AC0-3.453481778,0.0
3507.0,+AC0-1.680703865,+AC0-1.174720822,1.609465182,0.972546094,0.358214106,0.495325489,+AC0-0.751744832,1.0
3508.0,+AC0-2.748699712,+AC0-2.852489657,+AC0-1.3900673,0.308634436,2.55681627,2.297282447,3.419852669,0.0
3509.0,0.693422035,+AC0-1.43505133,0.701308156,2.3008216,0.60385951,1.567164684,+AC0-0.442167341,1.0
3510.0,+AC0-0.815174261,+AC0-1.583965323,1.87312307,+AC0-0.339978627,1.401494186,+AC0-3.250939076,1.070209221,1.0
3511.0,1.555033195,+AC0-0.517199556,+AC0-1.253830496,1.910293824,+AC0-1.246622327,+AC0-0.589853059,+AC0-0.014548296,1.0
3512.0,+AC0-0.967935598,+AC0-2.874375372,+AC0-1.193722746,0.603789085,+AC0-0.122782626,+AC0-1.383236884,+AC0-2.365989395,1.0
3513.0,1.538812545,+AC0-2.104370686,+AC0-1.209299533,0.471060473,1.572962234,+AC0-0.413415731,0.450130636,1.0
3514.0,2.061365504,+AC0-1.738690877,0.387993365,0.994916261,+AC0-1.544328168,3.52008681,0.167576207,1.0
3515.0,+AC0-1.944176362,+AC0-2.24196244,3.950713072,+AC0-0.544151056,2.105970689,0.286420022,+AC0-0.961164357,1.0
3516.0,+AC0-2.187286899,0.199457964,0.172749746,2.673958156,+AC0-0.012879802,0.333468019,1.882161474,0.0
3517.0,0.874626666,+AC0-0.458846728,+AC0-4.350510182,2.880395586,+AC0-1.985316728,1.49751444,0.26666639,0.0
3518.0,+AC0-2.749660963,2.162760065,+AC0-0.875878495,+AC0-0.082706499,1.753561366,+AC0-0.773796446,+AC0-5.10061664,1.0
3519.0,+AC0-0.032135409,0.096373975,+AC0-0.711031528,+AC0-0.764649878,1.530441595,+AC0-2.237087872,1.66902099,0.0
3520.0,+AC0-0.083517126,+AC0-3.397728471,+AC0-0.00728063,0.825889683,2.126599495,+AC0-2.321048257,+AC0-0.993894782,1.0
3521.0,+AC0-3.422046413,0.885946857,1.065531995,0.945259751,2.435373129,+AC0-1.043162492,+AC0-0.590615714,1.0
3522.0,+AC0-1.562730541,+AC0-1.248686785,+AC0-0.127256543,+AC0-0.200353104,4.489207368,0.532332799,+AC0-0.506908778,0.0
3523.0,+AC0-2.103942418,1.937547057,+AC0-1.392326205,2.327345378,+AC0-0.610525865,+AC0-0.084870675,2.330347175,0.0
3524.0,+AC0-1.207448947,+AC0-0.451045983,+AC0-1.210911866,+AC0-1.159410742,+AC0-0.26670842,0.86145508,+AC0-2.877781254,0.0
3525.0,+AC0-0.636076384,+AC0-3.746856316,4.377381576,+AC0-0.886809918,+AC0-0.655860452,2.587461459,+AC0-0.482243679,1.0
3526.0,+AC0-3.526069166,1.146947206,+AC0-0.193728771,0.271124563,+AC0-0.282697872,1.773856809,1.444897577,0.0
3527.0,+AC0-0.865415634,+AC0-1.53193856,+AC0-3.097760939,2.512153334,+AC0-1.663617733,+AC0-1.179214331,+AC0-3.978524859,0.0
3528.0,2.509492887,+AC0-1.462284095,+AC0-5.027305773,0.872108034,+AC0-0.257888163,2.322183456,+AC0-0.207245857,0.0
3529.0,+AC0-0.723779331,+AC0-2.676169108,+AC0-1.271481053,2.80925553,2.582924246,3.096017152,1.975668692,1.0
3530.0,+AC0-4.364770059,1.737477236,0.201829251,+AC0-1.728574662,2.460493814,+AC0-1.456355525,+AC0-5.634195153,1.0
3531.0,1.454808067,0.200337446,+AC0-0.17407341,1.788338913,+AC0-2.639062935,+AC0-0.416706072,2.492781622,0.0
3532.0,+AC0-1.497277787,0.167397703,+AC0-0.421731488,1.385036147,2.062775629,0.220939013,+AC0-1.228239389,1.0
3533.0,+AC0-1.889866246,0.998358788,2.37336173,0.045410577,+AC0-1.348579012,+AC0-3.30618379,1.551755314,1.0
3534.0,0.622590345,+AC0-0.213581134,+AC0-0.900256853,2.120276465,1.597765139,0.491481553,+AC0-1.172440423,0.0
3535.0,+AC0-0.604538219,+AC0-0.646110749,1.381263385,1.281144459,+AC0-2.171926198,+AC0-1.473862079,0.061930121,0.0
3536.0,0.688837191,+AC0-2.370800595,+AC0-2.721858014,1.510991276,2.164849106,1.545986243,1.451621714,0.0
3537.0,4.093132218,1.070868171,+AC0-2.732467987,+AC0-0.539275227,1.731410868,1.572190431,0.521665548,1.0
3538.0,3.136620455,+AC0-2.981823783,+AC0-2.254804458,1.792371943,0.057672982,0.981282885,0.671129906,1.0
3539.0,+AC0-0.438077175,+AC0-2.006049618,+AC0-3.38307656,1.19741702,+AC0-0.306324307,3.399036129,+AC0-1.038366412,0.0
3540.0,+AC0-2.976331155,+AC0-1.440100102,+AC0-1.213032738,+AC0-0.906927156,1.015068867,3.34896357,+AC0-2.704740981,0.0
3541.0,+AC0-1.054740642,+AC0-2.418859423,1.434243565,+AC0-0.800107897,+AC0-0.272066899,+AC0-1.915304267,0.270741075,1.0
3542.0,+AC0-0.285875326,+AC0-1.843383573,+AC0-0.204662152,1.195714228,0.450107081,0.249464413,0.436686274,0.0
3543.0,2.105450664,+AC0-1.207311829,+AC0-2.725219879,1.228063251,2.09363866,0.43751497,1.21543583,0.0
3544.0,+AC0-0.562327703,+AC0-2.16738344,+AC0-0.86729569,0.496307948,+AC0-0.261085087,+AC0-0.865254657,+AC0-0.270118466,1.0
3545.0,+AC0-3.650937339,+AC0-1.404923497,+AC0-0.773075719,2.102798219,+AC0-0.227982211,3.189224922,2.119538103,0.0
3546.0,+AC0-1.20665853,1.407794955,1.380428695,3.400700419,+AC0-1.837667292,+AC0-3.504348319,2.329274555,1.0
3547.0,+AC0-0.180285943,1.519124445,+AC0-0.918402703,0.728151675,1.004768418,+AC0-2.286394551,2.506834119,0.0
3548.0,+AC0-0.67343172,1.902373224,+AC0-0.868918048,+AC0-0.964471121,+AC0-0.915969836,2.003425952,+AC0-0.148094755,1.0
3549.0,+AC0-3.665572687,+AC0-1.790805601,1.906633041,0.021281231,0.868752981,0.296769053,1.44882124,0.0
3550.0,+AC0-1.163636873,+AC0-0.217289811,+AC0-0.020166125,1.666147092,+AC0-1.354427839,0.17638486,0.866186822,0.0
3551.0,+AC0-1.498383389,+AC0-0.87745721,0.428513934,+AC0-1.569404671,0.033630368,2.421253382,+AC0-3.534016691,1.0
3552.0,0.455105367,+AC0-1.543566207,+AC0-2.872292136,0.202123833,+AC0-0.633656553,2.558788577,+AC0-1.935700362,0.0
3553.0,2.603956055,2.545677995,+AC0-4.185818231,2.504195872,+AC0-1.037755579,0.750245537,+AC0-1.104954734,1.0
3554.0,0.821891982,1.273898352,+AC0-0.520181158,1.009972244,+AC0-0.526847657,+AC0-0.874769789,2.936987174,1.0
3555.0,1.06497889,0.340353483,+AC0-1.156282542,+AC0-0.912400379,2.538195287,+AC0-0.831589934,0.173653987,1.0
3556.0,0.670925442,1.256008935,+AC0-4.594956527,2.815058559,0.848239996,1.612066161,+AC0-1.838806737,1.0
3557.0,+AC0-0.494402206,+AC0-1.348105351,+AC0-3.268363021,0.715053752,+AC0-1.75080707,1.087090588,+AC0-3.095059758,0.0
3558.0,+AC0-2.148437085,+AC0-1.868764004,2.537166072,1.066061392,1.397432141,0.778869831,+AC0-0.171514808,1.0
3559.0,+AC0-7.151703059,+AC0-1.370716878,1.673137533,2.702934163,+AC0-0.136146011,4.127709048,3.554015134,0.0
3560.0,0.754702846,+AC0-3.949926231,3.002987332,2.5136369,+AC0-0.005472002,2.332417583,2.453666286,1.0
3561.0,0.661382721,+AC0-0.432800322,1.135896851,1.391424049,0.265083536,1.043407423,1.002259234,1.0
3562.0,1.132991657,+AC0-0.845150383,+AC0-1.277652116,+AC0-1.404552235,1.713443953,0.210441075,1.49337749,1.0
3563.0,+AC0-1.294640788,2.831243144,+AC0-2.741857129,0.915658447,0.80334771,0.046404736,+AC0-4.488313518,1.0
3564.0,+AC0-1.011784956,+AC0-0.976148361,0.772293969,0.893672658,+AC0-1.434231725,+AC0-0.775497047,+AC0-1.089252346,0.0
3565.0,1.703314715,+AC0-2.375885235,+AC0-2.175297145,+AC0-0.052689204,2.660547594,0.049495708,1.581261549,1.0
3566.0,+AC0-2.901645744,0.287453836,0.52120402,1.875045229,2.15400696,1.206162746,1.499011058,0.0
3567.0,3.014566471,+AC0-0.631046495,+AC0-0.24429981,2.524328352,1.210399408,+AC0-1.507047907,1.949540556,1.0
3568.0,+AC0-2.486229166,+AC0-3.872029726,4.647456182,1.480579793,2.203325647,0.32886347,+AC0-0.900962827,1.0
3569.0,1.586819494,+AC0-0.821387709,+AC0-0.191647112,2.969261308,+AC0-3.476637725,+AC0-0.9439136,+AC0-1.447407664,0.0
3570.0,3.635593858,+AC0-2.840819366,+AC0-1.620446508,+AC0-0.2651145,3.541542147,0.349432204,0.6169814,1.0
3571.0,0.681359862,+AC0-0.565209948,0.552918753,2.170155122,+AC0-2.178366676,+AC0-0.25823808,+AC0-2.736862892,0.0
3572.0,+AC0-3.004635637,+AC0-0.846908379,+AC0-3.520080473,+AC0-0.66153515,+AC0-0.585545799,4.886635613,+AC0-1.839627396,0.0
3573.0,0.549132518,+AC0-2.966270367,+AC0-0.139809845,+AC0-0.24507788,3.867031384,+AC0-2.255972748,+AC0-0.003109107,1.0
3574.0,+AC0-3.093009038,+AC0-0.671068245,+AC0-2.683308044,+AC0-0.192589035,+AC0-1.589697141,2.579041333,+AC0-2.291247659,0.0
3575.0,3.264381853,+AC0-0.426724862,+AC0-1.604338008,1.162339274,3.736083066,+AC0-0.798968253,1.732524419,1.0
3576.0,+AC0-3.023206613,0.462444204,0.017101868,+AC0-1.346225188,1.101464221,2.257115818,+AC0-0.662106626,0.0
3577.0,+AC0-0.054052452,+AC0-3.361423653,0.32127187,0.902746817,0.751227556,+AC0-1.879126386,+AC0-0.395249528,1.0
3578.0,0.000305633,0.239963341,0.732234161,2.56172321,+AC0-1.573331581,+AC0-1.266561987,0.267861555,0.0
3579.0,+AC0-0.491808951,+AC0-0.034896618,+AC0-4.408895217,2.996397173,0.170094807,1.823366439,+AC0-0.26541206,0.0
3580.0,+AC0-4.764191786,+AC0-0.975257687,2.647538872,0.868845074,2.435195552,0.402740146,5.189715685,0.0
3581.0,+AC0-0.270194205,0.365092177,0.822544228,1.705488187,+AC0-2.421063703,+AC0-0.279986072,2.57033771,0.0
3582.0,0.310255186,1.287746959,+AC0-1.959897685,2.222417686,+AC0-2.636321597,+AC0-0.081388636,1.325830189,1.0
3583.0,0.757868257,1.477388203,+AC0-2.444446471,+AC0-0.519191298,+AC0-0.478558977,2.280916336,+AC0-3.960265632,1.0
3584.0,+AC0-0.145952125,+AC0-1.657361713,0.265041825,2.661644539,2.405706673,+AC0-3.553420012,0.545749303,1.0
3585.0,+AC0-0.142389915,+AC0-1.182125758,1.720323112,2.314595515,+AC0-1.272217046,+AC0-1.510105063,0.35105039,0.0
3586.0,0.284831799,+AC0-0.512410601,0.227518639,0.52380223,0.872697995,1.216290058,+AC0-1.381367881,1.0
3587.0,+AC0-0.005958581,+AC0-2.103965089,1.011063169,0.683266325,0.778403572,+AC0-2.0409242,2.193171589,1.0
3588.0,+AC0-1.107737674,+AC0-0.913662167,+AC0-0.427578595,0.031824705,+AC0-0.867915417,1.521657008,+AC0-0.754772933,0.0
3589.0,+AC0-0.212315829,1.14726346,+AC0-0.595280551,2.517219519,0.126837502,+AC0-2.30884037,2.589012926,1.0
3590.0,1.222650678,+AC0-1.675179979,0.919847603,+AC0-1.906820275,2.1613968,+AC0-0.484258498,4.077163435,1.0
3591.0,0.29767133,+AC0-3.960035257,+AC0-0.18688929,2.683768448,1.645774458,+AC0-2.592620638,0.248185788,1.0
3592.0,+AC0-0.334260756,+AC0-1.929154643,+AC0-0.178136971,2.255101762,5.316070887,+AC0-4.105873998,1.341249631,1.0
3593.0,+AC0-3.233427378,+AC0-2.088085851,2.662541179,0.883920621,0.34746017,0.941762867,+AC0-1.236918712,0.0
3594.0,+AC0-4.921335618,+AC0-0.231576888,3.079896038,+AC0-2.011756053,0.528195017,1.303737328,+AC0-0.840986776,1.0
3595.0,+AC0-0.826173149,+AC0-3.465768419,+AC0-3.391670449,0.262105904,1.473123289,4.24993938,1.142108458,0.0
3596.0,+AC0-4.007358605,+AC0-0.484425035,2.723683461,+AC0-0.280017443,2.485075121,+AC0-0.996605882,+AC0-2.101646699,1.0
3597.0,+AC0-2.980468841,+AC0-2.408950137,+AC0-0.781806478,2.80575129,1.012393879,4.778509976,0.821488579,0.0
3598.0,+AC0-1.424046526,2.889107267,+AC0-1.607763412,2.451862658,2.093896692,+AC0-1.405789716,+AC0-0.064418364,1.0
3599.0,0.912156093,+AC0-2.007618624,0.214032521,2.446091158,+AC0-0.563639379,+AC0-1.68269196,1.516106884,1.0
3600.0,0.885404263,+AC0-1.592328864,+AC0-3.242056579,1.21608102,+AC0-3.478284883,2.560784714,+AC0-0.372651142,0.0
3601.0,+AC0-2.076183782,0.10911225,3.326324281,2.826954359,0.020252037,+AC0-0.837847571,0.649804223,0.0
3602.0,0.57383796,+AC0-4.604309375,3.498755063,2.549497954,0.11755595,2.629807952,3.744711358,1.0
3603.0,1.114073892,+AC0-2.271133682,+AC0-1.681154384,0.722807299,3.068057818,+AC0-0.745080015,1.782646005,1.0
3604.0,+AC0-0.649212984,0.117758497,+AC0-2.084882767,0.561304723,2.559953855,+AC0-0.986764558,3.696714537,0.0
3605.0,+AC0-3.113513623,0.534318213,+AC0-0.359147815,1.460500509,2.077844049,+AC0-0.118129916,+AC0-1.141635635,1.0
3606.0,+AC0-0.64345762,+AC0-0.107456699,+AC0-1.04102918,2.152756042,0.592407878,+AC0-2.736255131,+AC0-1.824904108,1.0
3607.0,2.716717861,+AC0-2.104635591,+AC0-0.609056133,3.02772091,+AC0-0.221629654,3.970374429,3.319835117,1.0
3608.0,+AC0-0.421783735,+AC0-1.612723821,+AC0-1.810132473,0.022731534,+AC0-1.328016783,0.45192634,0.426446217,1.0
3609.0,2.279107225,+AC0-1.47381281,3.693300597,2.536903597,+AC0-2.612736677,+AC0-3.778314189,1.225941103,0.0
3610.0,0.748519458,+AC0-0.598778042,+AC0-3.859951726,0.660424533,1.591584714,1.570879838,1.986412486,0.0
3611.0,0.637960928,+AC0-1.820886432,+AC0-1.547907723,0.295327968,1.791958688,1.943793586,0.280977383,0.0
3612.0,0.040254695,0.300565385,+AC0-0.588036422,0.791711163,0.969212542,+AC0-0.987202915,+AC0-0.944209504,0.0
3613.0,+AC0-1.389891028,0.861630335,+AC0-2.185817492,1.05375497,+AC0-0.172354165,1.455256064,+AC0-0.87745592,1.0
3614.0,0.752902638,+AC0-6.08689375,4.686212276,1.069542836,+AC0-0.423433291,2.848396477,+AC0-1.331629395,1.0
3615.0,+AC0-3.066761368,+AC0-1.048931995,2.252144093,1.448770702,0.76339449,+AC0-0.643525399,3.086566434,0.0
3616.0,+AC0-0.028301416,0.673264832,0.18410859,1.272846977,0.925253121,0.288044808,+AC0-1.992564683,1.0
3617.0,0.775449613,+AC0-1.211850968,+AC0-3.905036526,1.223717016,1.621898168,3.552186063,+AC0-1.151269301,0.0
3618.0,0.86128285,+AC0-0.996567217,+AC0-0.727968727,3.078162986,+AC0-0.705652928,+AC0-1.579707409,0.440505842,1.0
3619.0,+AC0-2.863613161,+AC0-3.169046126,1.306072766,+AC0-0.666747449,+AC0-1.499914063,0.992840657,+AC0-4.423516212,0.0
